,Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
798,NCA54,OUT018,1817.634
799,FDP09,OUT010,422.1172
800,FDC53,OUT045,587.2356
801,NCM55,OUT017,1470.0864
802,FDL09,OUT018,1197.7742
803,FDA11,OUT019,88.5514
804,FDA50,OUT045,1737.738
805,FDC23,OUT017,3415.554
806,FDE22,OUT049,2439.4912
807,FDD23,OUT046,2021.3688
808,NCA29,OUT049,3251.1014
809,FDK38,OUT046,1596.5884
810,DRC13,OUT046,2082.6224
811,NCP43,OUT049,3954.852
812,FDX28,OUT049,1127.8652
813,FDF08,OUT049,1605.9096
814,FDZ33,OUT046,437.4306
815,FDD10,OUT049,1689.8004
816,FDO58,OUT017,1794.331
817,FDI50,OUT017,1386.1956
818,FDO58,OUT045,1326.2736
819,FDX08,OUT013,1810.976
820,NCK17,OUT010,83.8908
821,FDF39,OUT035,4175.8976
822,FDU45,OUT010,223.7088
823,NCJ18,OUT018,1006.6896
824,DRC27,OUT019,528.6452
825,DRC25,OUT035,1593.9252
826,FDU59,OUT035,1294.3152
827,FDU28,OUT035,4257.1252
828,NCP30,OUT046,701.7532
829,FDB39,OUT018,711.0744
830,FDE41,OUT013,1183.7924
831,DRH11,OUT010,117.1808
832,FDA58,OUT045,942.7728
833,FDU50,OUT046,572.588
834,FDM34,OUT013,3451.5072
835,FDM44,OUT027,1948.1308
836,FDR39,OUT045,1342.2528
837,FDM25,OUT045,2636.568
838,FDQ49,OUT049,1187.7872
839,DRH25,OUT018,425.4462
840,FDM09,OUT027,4277.765
841,FDL44,OUT019,815.605
842,NCR42,OUT018,251.6724
843,DRL59,OUT046,692.432
844,FDX43,OUT013,1989.4104
845,DRK47,OUT010,913.4776
846,FDU48,OUT018,913.4776
847,FDY12,OUT045,506.008
848,NCN43,OUT018,1621.8888
849,NCM55,OUT018,1277.0044
850,FDQ21,OUT027,2127.8968
851,FDX13,OUT035,6474.2392
852,NCK30,OUT027,5344.3766
853,FDG20,OUT049,1395.5168
854,DRG27,OUT017,690.4346
855,FDY14,OUT018,6327.7632
856,FDP59,OUT035,892.8378
857,FDU60,OUT017,3523.4136
858,NCC18,OUT019,351.5424
859,DRJ39,OUT017,2217.114
860,FDS07,OUT049,2664.5316
861,FDM08,OUT027,5592.72
862,FDP51,OUT045,1807.647
863,FDU16,OUT035,2386.2272
864,FDH12,OUT013,741.0354
865,DRE48,OUT010,595.2252
866,NCL42,OUT027,6191.94
867,FDR21,OUT045,2999.429
868,NCW29,OUT035,992.7078
869,FDO11,OUT013,3327.6684
870,NCM31,OUT049,2836.308
871,FDV35,OUT019,316.9208
872,FDF58,OUT017,739.038
873,NCE43,OUT049,1438.128
874,FDA02,OUT035,2005.3896
875,DRL37,OUT010,83.8908
876,FDR24,OUT018,2336.958
877,FDW59,OUT049,1366.2216
878,FDS22,OUT049,703.0848
879,FDW24,OUT017,194.4136
880,FDU24,OUT035,1418.154
881,FDA21,OUT027,3715.164
882,FDH58,OUT027,2303.668
883,FDW36,OUT018,1012.016
884,FDI45,OUT027,4828.3816
885,FDU01,OUT018,4287.752
886,FDF35,OUT027,1637.868
887,FDU43,OUT019,447.4176
888,FDE24,OUT019,145.8102
889,FDK50,OUT049,2439.4912
890,FDG31,OUT045,363.5268
891,FDC60,OUT045,2833.6448
892,FDL36,OUT013,1605.9096
893,FDP21,OUT013,2285.0256
894,FDW16,OUT045,1691.132
895,FDX02,OUT017,4026.7584
896,FDQ58,OUT027,3243.7776
897,FDT51,OUT046,1731.7458
898,FDD59,OUT049,958.752
899,NCM42,OUT018,2083.2882
900,FDA57,OUT018,878.856
901,FDZ48,OUT035,1125.202
902,FDE46,OUT045,1662.5026
903,NCZ30,OUT019,474.0496
904,FDB56,OUT017,2796.36
905,FDA25,OUT027,1078.596
906,FDD20,OUT013,2516.724
907,FDL25,OUT013,2006.7212
908,NCO18,OUT049,2133.2232
909,FDJ45,OUT017,575.2512
910,FDR12,OUT035,2013.3792
911,NCF19,OUT010,83.8908
912,FDK25,OUT046,4211.185
913,NCR17,OUT046,1274.3412
914,FDC52,OUT046,1151.1682
915,NCA54,OUT017,2245.0776
916,FDR45,OUT010,432.77
917,NCM19,OUT049,1274.3412
918,FDF39,OUT027,5033.448
919,FDX23,OUT049,1342.2528
920,FDD58,OUT027,2220.443
921,FDX28,OUT013,2463.46
922,NCD31,OUT013,2137.8838
923,FDU57,OUT018,1821.6288
924,FDI27,OUT046,527.3136
925,NCM42,OUT046,1230.3984
926,FDD32,OUT027,1997.4
927,FDI34,OUT013,3425.541
928,NCM29,OUT049,1836.2764
929,FDG46,OUT018,2025.3636
930,DRC01,OUT010,91.8804
931,FDB15,OUT027,7366.011720000013
932,NCA17,OUT027,3159.8868
933,FDF10,OUT046,3972.8286
934,FDR26,OUT027,7366.011720000013
935,FDI02,OUT049,3150.5656
936,NCM54,OUT010,253.004
937,FDF14,OUT013,2756.412
938,FDJ33,OUT010,129.831
939,FDM20,OUT035,1228.401
940,FDC03,OUT027,7366.011720000013
941,NCX05,OUT046,2756.412
942,NCM41,OUT027,3938.8728
943,NCU29,OUT010,300.9416
944,FDQ59,OUT017,1555.9746
945,FDH46,OUT010,102.5332
946,FDH09,OUT013,922.7988
947,NCD06,OUT045,838.908
948,FDC15,OUT035,2586.633
949,DRD37,OUT027,918.804
950,FDT28,OUT027,3990.8052
951,FDR28,OUT027,3946.8624
952,FDT38,OUT017,2006.0554
953,FDV34,OUT027,2512.7292
954,FDY52,OUT035,2576.646
955,FDB34,OUT013,1545.9876
956,DRL23,OUT018,1185.7898
957,DRB24,OUT046,4170.5712
958,FDJ50,OUT046,447.4176
959,FDQ49,OUT035,890.8404
960,FDP20,OUT035,1012.016
961,FDV19,OUT027,5887.6694
962,NCR54,OUT045,3874.956
963,FDO09,OUT010,1314.955
964,FDS57,OUT018,1869.5664
965,FDN10,OUT049,2073.3012
966,FDV23,OUT049,731.0484
967,FDY28,OUT049,4274.436
968,DRG51,OUT013,2816.334
969,FDD45,OUT019,515.3292
970,NCL18,OUT027,5303.097
971,NCM29,OUT013,1836.2764
972,FDF17,OUT027,7366.011720000013
973,FDE22,OUT017,1330.2684
974,FDQ22,OUT017,1176.4686
975,FDS01,OUT013,5688.5952
976,FDW35,OUT027,1362.2268
977,FDJ33,OUT046,1478.076
978,NCF54,OUT035,5345.7082
979,FDE09,OUT013,958.752
980,NCE06,OUT045,1537.998
981,DRH49,OUT049,1883.5482
982,FDY43,OUT045,2897.5616
983,NCT05,OUT017,3542.056
984,FDZ34,OUT045,1576.6144
985,FDL38,OUT017,1211.756
986,FDZ31,OUT017,2269.0464
987,FDR14,OUT035,485.3682
988,NCN54,OUT049,1312.9576
989,NCC42,OUT027,3340.9844
990,FDK08,OUT017,3295.71
991,FDP59,OUT013,892.8378
992,FDV22,OUT035,2503.408
993,FDD33,OUT035,5937.6044
994,DRE60,OUT027,7366.011720000013
995,FDK52,OUT046,6183.9504
996,FDA02,OUT017,1169.8106
997,FDM56,OUT049,1419.4856
998,FDE57,OUT035,659.142
999,FDM32,OUT045,1368.219
1000,NCQ30,OUT027,3954.852
1001,FDQ27,OUT027,3174.5344
1002,FDT60,OUT027,3202.498
1003,FDU43,OUT049,5635.3312
1004,NCO55,OUT035,857.5504
1005,FDG02,OUT045,3542.056
1006,FDJ28,OUT013,1810.976
1007,FDP40,OUT045,946.7676
1008,FDJ38,OUT045,3542.056
1009,NCC54,OUT017,4097.3332
1010,NCZ41,OUT046,1752.3856
1011,FDK38,OUT019,316.9208
1012,FDU52,OUT013,1948.1308
1013,FDC40,OUT046,856.8846
1014,NCR30,OUT017,1416.8224
1015,NCN18,OUT017,1565.9616
1016,FDB50,OUT035,2220.443
1017,FDG04,OUT013,2591.2936
1018,FDR26,OUT035,1239.7196
1019,NCT17,OUT018,3592.6568
1020,FDX35,OUT027,6165.9738
1021,FDS12,OUT046,2388.2246
1022,NCZ29,OUT027,5353.6978
1023,FDB38,OUT010,327.5736
1024,FDP12,OUT013,772.328
1025,FDP22,OUT046,1037.3164
1026,FDS26,OUT018,6275.165
1027,FDR52,OUT046,1146.5076
1028,DRJ13,OUT046,1282.3308
1029,FDU48,OUT027,1565.9616
1030,FDE29,OUT035,2576.646
1031,NCT29,OUT049,2586.633
1032,DRK37,OUT018,4677.245
1033,FDK55,OUT046,539.298
1034,FDR07,OUT046,868.869
1035,FDO21,OUT027,6759.2016
1036,FDK46,OUT049,7366.011720000013
1037,FDB12,OUT045,325.5762
1038,FDT31,OUT027,3998.7948
1039,FDJ33,OUT045,1807.647
1040,FDC26,OUT027,1637.868
1041,NCQ02,OUT045,2766.399
1042,FDP08,OUT010,392.822
1043,FDB11,OUT027,6796.4864
1044,FDV55,OUT013,3563.3616
1045,FDW20,OUT049,2059.9852
1046,NCJ18,OUT019,460.7336
1047,FDC41,OUT018,131.8284
1048,FDE14,OUT027,1948.1308
1049,FDG35,OUT013,3705.177
1050,FDF45,OUT035,1547.3192
1051,FDS19,OUT027,1544.656
1052,FDS58,OUT019,331.5684
1053,FDA26,OUT017,4789.7652
1054,FDM32,OUT049,1368.219
1055,FDL45,OUT046,3914.904
1056,FDZ55,OUT049,1099.9016
1057,FDY37,OUT049,3036.048
1058,FDO46,OUT046,4727.18
1059,FDQ60,OUT046,4820.392
1060,FDA19,OUT018,2684.5056
1061,FDL15,OUT046,2326.971
1062,FDM10,OUT018,3271.7412
1063,NCL05,OUT017,639.168
1064,DRK49,OUT010,83.8908
1065,NCE18,OUT027,6191.94
1066,FDG40,OUT049,732.38
1067,DRI59,OUT045,4154.592
1068,FDK28,OUT035,6474.2392
1069,NCD06,OUT019,135.8232
1070,FDO11,OUT019,495.3552
1071,FDK27,OUT046,365.5242
1072,FDT43,OUT027,2187.153
1073,FDD38,OUT018,1012.016
1074,FDA16,OUT049,2210.456
1075,FDL14,OUT027,3285.723
1076,NCM17,OUT049,175.7712
1077,FDD20,OUT045,2026.0294
1078,FDA40,OUT045,1691.132
1079,FDL43,OUT045,554.6114
1080,FDV15,OUT045,3219.8088
1081,FDE52,OUT046,2554.0088
1082,NCL17,OUT010,962.7468
1083,NCJ31,OUT045,2636.568
1084,FDR60,OUT045,681.7792
1085,NCA18,OUT035,1621.8888
1086,FDS21,OUT027,1661.8368
1087,FDW09,OUT035,1438.128
1088,FDL26,OUT035,3257.7594
1089,FDS47,OUT018,1047.3034
1090,FDC39,OUT046,3105.957
1091,FDT51,OUT035,1731.7458
1092,FDK40,OUT035,4175.8976
1093,NCG19,OUT045,1874.8928
1094,FDZ07,OUT046,2218.4456
1095,FDF08,OUT027,1845.5976
1096,FDO04,OUT013,539.298
1097,FDK41,OUT018,1218.414
1098,FDP15,OUT049,7366.011720000013
1099,NCD43,OUT018,1544.656
1100,NCP18,OUT013,2257.062
1101,FDZ51,OUT046,666.4658
1102,DRH13,OUT035,958.752
1103,FDF38,OUT045,406.138
1104,NCI43,OUT045,1006.6896
1105,FDM38,OUT027,2492.7552
1106,FDS03,OUT013,790.9704
1107,DRJ47,OUT017,4619.9862
1108,FDT50,OUT010,193.082
1109,FDV02,OUT046,2187.153
1110,NCG18,OUT017,1845.5976
1111,FDW52,OUT046,4078.025
1112,FDS40,OUT035,276.9728
1113,FDN31,OUT017,2693.8268
1114,FDA37,OUT045,2105.2596
1115,FDA15,OUT046,5976.2208
1116,FDL39,OUT046,1984.7498
1117,FDJ53,OUT045,687.1056
1118,FDX22,OUT013,5626.01
1119,NCZ42,OUT045,1442.1228
1120,FDD56,OUT027,4828.3816
1121,FDD40,OUT017,3078.6592
1122,FDS50,OUT013,4488.1578
1123,NCN14,OUT013,4426.2384
1124,FDT15,OUT013,2940.1728
1125,NCS18,OUT027,3057.3536
1126,NCO26,OUT010,128.4994
1127,FDF58,OUT018,447.4176
1128,NCB19,OUT013,1494.0552
1129,FDH26,OUT017,1552.6456
1130,DRB24,OUT027,2106.5912
1131,FDA49,OUT018,1695.1268
1132,FDB32,OUT045,1438.128
1133,FDI36,OUT017,4349.0056
1134,NCA17,OUT010,151.1366
1135,FDH22,OUT013,1114.5492
1136,NCM26,OUT018,2580.6408
1137,FDT15,OUT027,6454.931
1138,FDB16,OUT018,959.4178
1139,NCP54,OUT027,4751.8146
1140,FDJ36,OUT013,2097.27
1141,FDO28,OUT045,687.1056
1142,FDU09,OUT013,512.666
1143,FDF29,OUT017,908.817
1144,FDY08,OUT013,1761.7068
1145,DRJ59,OUT018,167.7816
1146,FDT23,OUT027,1380.8692
1147,FDU15,OUT018,105.8622
1148,FDT47,OUT013,583.2408
1149,FDI53,OUT019,437.4306
1150,FDR59,OUT018,6327.7632
1151,FDD53,OUT035,721.0614
1152,FDY51,OUT017,4789.7652
1153,FDT04,OUT049,656.4788
1154,FDU51,OUT049,320.9156
1155,FDG14,OUT035,1973.4312
1156,NCU06,OUT045,2013.3792
1157,DRG25,OUT046,1244.3802
1158,DRH49,OUT035,1228.401
1159,FDN15,OUT035,2885.5772
1160,FDL43,OUT018,554.6114
1161,NCT18,OUT049,3415.554
1162,NCB31,OUT013,5299.768
1163,FDK57,OUT035,1325.6078
1164,FDY04,OUT019,491.3604
1165,NCP54,OUT046,602.549
1166,FDF41,OUT013,6056.1168
1167,FDM01,OUT045,1537.998
1168,FDW03,OUT045,1986.0814
1169,FDF28,OUT045,2026.0294
1170,FDY37,OUT017,2909.546
1171,FDQ03,OUT017,6183.9504
1172,FDP51,OUT027,3877.6192
1173,FDJ40,OUT017,3205.1612
1174,FDC32,OUT049,1304.968
1175,DRI49,OUT027,1320.9472
1176,NCW54,OUT017,873.5296
1177,FDF09,OUT017,540.6296
1178,FDP45,OUT018,2748.4224
1179,DRJ23,OUT018,4466.1864
1180,FDS59,OUT017,2579.975
1181,FDY08,OUT046,2388.2246
1182,FDX16,OUT049,4119.9704
1183,FDY16,OUT018,1277.0044
1184,FDK32,OUT035,2045.3376
1185,FDQ22,OUT013,314.2576
1186,NCC31,OUT018,2246.4092
1187,FDG58,OUT049,3048.6982
1188,DRF48,OUT013,5502.837
1189,DRH36,OUT049,639.168
1190,NCR30,OUT035,1416.8224
1191,FDB03,OUT019,780.3176
1192,FDZ28,OUT027,3020.0688
1193,FDR35,OUT017,5773.1518
1194,DRD15,OUT027,4592.0226
1195,FDJ33,OUT019,429.441
1196,FDA56,OUT010,351.5424
1197,FDP56,OUT046,640.4996
1198,NCT30,OUT046,1086.5856
1199,FDK15,OUT017,2251.0698
1200,FDH44,OUT018,2490.092
1201,FDV01,OUT013,1278.336
1202,DRG03,OUT017,1169.8106
1203,FDG50,OUT027,1631.21
1204,FDR16,OUT010,1162.4868
1205,FDZ60,OUT046,539.298
1206,DRG03,OUT045,866.8716
1207,FDS56,OUT018,480.7076
1208,FDU33,OUT045,679.116
1209,DRD27,OUT035,736.3748
1210,FDW22,OUT046,3094.6384
1211,DRA24,OUT045,1794.331
1212,FDF38,OUT049,759.012
1213,FDX48,OUT013,1861.5768
1214,FDS58,OUT018,2246.4092
1215,FDC32,OUT046,1032.6558
1216,NCQ29,OUT045,2603.278
1217,DRK39,OUT018,1518.024
1218,NCS38,OUT017,2316.984
1219,DRO47,OUT013,1215.7508
1220,DRG27,OUT027,1362.2268
1221,FDC57,OUT027,2253.0672
1222,FDS55,OUT046,3563.3616
1223,NCJ06,OUT018,3306.3628
1224,FDO01,OUT019,131.8284
1225,NCM55,OUT045,1641.8628
1226,FDC52,OUT049,2922.1962
1227,FDQ15,OUT045,2030.69
1228,NCT30,OUT027,1069.2748
1229,NCR42,OUT027,942.7728
1230,FDD28,OUT035,622.523
1231,FDQ34,OUT049,1998.7316
1232,FDZ12,OUT027,2719.793
1233,DRE13,OUT019,519.324
1234,NCN07,OUT019,131.8284
1235,FDM28,OUT035,1999.3974
1236,FDI10,OUT017,2759.0752
1237,FDQ25,OUT013,2069.3064
1238,FDA38,OUT010,237.6906
1239,DRI13,OUT049,6114.7072
1240,FDY20,OUT027,3466.1548
1241,NCZ53,OUT035,3110.6176
1242,NCM31,OUT013,2916.204
1243,DRB01,OUT017,1850.924
1244,DRF37,OUT046,6309.7866
1245,NCF42,OUT049,2812.3392
1246,FDF16,OUT018,2207.127
1247,FDB41,OUT013,709.077
1248,FDR34,OUT013,4514.124
1249,FDR15,OUT018,1829.6184
1250,NCV42,OUT019,474.0496
1251,FDW51,OUT035,2769.728
1252,FDU36,OUT017,193.082
1253,FDX60,OUT049,1757.712
1254,FDY03,OUT035,1593.9252
1255,FDW55,OUT045,7366.011720000013
1256,FDT01,OUT010,197.7426
1257,FDG58,OUT013,1057.9562
1258,FDK21,OUT017,3254.4304
1259,NCS41,OUT019,151.8024
1260,FDS10,OUT045,4211.185
1261,NCT53,OUT046,2302.3364
1262,FDJ28,OUT018,3781.744
1263,FDX44,OUT045,1831.6158
1264,FDT20,OUT018,455.4072
1265,FDO44,OUT017,3205.1612
1266,NCX17,OUT049,5033.448
1267,FDY01,OUT017,2303.668
1268,FDJ12,OUT027,5487.5236
1269,DRK35,OUT018,493.3578
1270,FDD47,OUT019,171.7764
1271,NCM53,OUT035,1482.0708
1272,FDO45,OUT013,1211.756
1273,NCM42,OUT010,211.7244
1274,FDE04,OUT046,7033.5112
1275,NCI30,OUT027,2607.2728
1276,FDZ19,OUT013,2976.7918
1277,FDW57,OUT013,1948.1308
1278,FDA25,OUT013,1398.18
1279,FDT22,OUT046,1853.5872
1280,FDP51,OUT013,2548.6824
1281,FDD48,OUT027,1864.24
1282,FDY39,OUT035,1977.426
1283,FDO48,OUT010,422.1172
1284,FDD23,OUT027,3728.48
1285,DRN35,OUT027,984.7182
1286,FDT01,OUT035,1274.3412
1287,FDC20,OUT010,122.5072
1288,DRJ35,OUT035,1272.3438
1289,FDB32,OUT046,2816.334
1290,FDL24,OUT046,2069.3064
1291,NCV42,OUT035,1989.4104
1292,FDZ46,OUT046,1230.3984
1293,FDC15,OUT013,2586.633
1294,FDD08,OUT019,83.8908
1295,FDY50,OUT049,1221.0772
1296,FDD36,OUT013,1274.3412
1297,FDG57,OUT027,1069.2748
1298,FDL21,OUT018,878.856
1299,FDN16,OUT027,1078.596
1300,FDJ09,OUT027,615.1992
1301,FDS01,OUT010,621.1914
1302,FDV33,OUT017,3934.878
1303,DRE12,OUT017,361.5294
1304,FDR07,OUT013,868.869
1305,FDP48,OUT010,551.2824
1306,NCB55,OUT035,1145.176
1307,FDQ08,OUT013,990.7104
1308,FDR34,OUT035,4809.7392
1309,FDO33,OUT046,337.5606
1310,FDP13,OUT045,932.12
1311,FDX12,OUT049,3615.294
1312,NCT06,OUT049,3124.5994
1313,FDR16,OUT019,691.1004
1314,FDE36,OUT046,3263.7516
1315,FDZ36,OUT049,2696.49
1316,FDV13,OUT045,1338.258
1317,NCZ17,OUT035,611.2044
1318,FDU56,OUT045,2656.542
1319,FDM09,OUT035,3079.9908
1320,FDV02,OUT017,2908.8802
1321,FDS34,OUT018,2025.3636
1322,FDA11,OUT049,952.094
1323,FDP09,OUT017,5770.4886
1324,FDB29,OUT027,1414.1592
1325,FDT19,OUT017,2556.672
1326,DRH15,OUT017,596.5568
1327,FDY38,OUT046,2563.33
1328,FDF14,OUT027,3159.8868
1329,FDN48,OUT010,91.2146
1330,FDQ12,OUT013,5005.4844
1331,NCJ43,OUT045,3115.944
1332,FDE17,OUT019,487.3656
1333,FDB05,OUT035,2109.2544
1334,FDH10,OUT045,2570.6538
1335,NCR06,OUT017,406.138
1336,FDU32,OUT018,2277.036
1337,FDD56,OUT049,3448.844
1338,FDO36,OUT018,1277.0044
1339,FDH16,OUT010,91.2146
1340,FDX10,OUT018,1274.3412
1341,FDZ37,OUT017,261.6594
1342,FDU31,OUT010,376.8428
1343,DRC49,OUT049,1150.5024
1344,FDL15,OUT045,4643.955
1345,FDN32,OUT019,565.2642
1346,DRH59,OUT027,2518.7214
1347,NCU29,OUT049,2756.412
1348,FDR37,OUT019,180.4318
1349,FDS14,OUT018,1691.7978
1350,FDU02,OUT027,4026.7584
1351,FDJ08,OUT035,3057.3536
1352,NCZ06,OUT045,2536.698
1353,FDO31,OUT049,1118.544
1354,FDH31,OUT018,309.597
1355,FDS58,OUT017,620.5256
1356,NCA53,OUT027,631.8442
1357,FDF50,OUT046,392.822
1358,NCW42,OUT049,5321.0736
1359,NCQ17,OUT045,4234.488
1360,FDK51,OUT018,3271.7412
1361,NCW41,OUT010,303.6048
1362,NCR29,OUT017,679.116
1363,FDB08,OUT019,306.268
1364,FDA40,OUT027,1918.8356
1365,FDL14,OUT018,2716.464
1366,FDB47,OUT046,2090.612
1367,FDO03,OUT035,3904.917
1368,DRK13,OUT019,392.822
1369,FDX13,OUT010,229.701
1370,FDF52,OUT046,5580.0698
1371,FDT11,OUT013,3755.112
1372,FDB08,OUT013,1604.578
1373,FDQ28,OUT018,962.7468
1374,FDD29,OUT045,5834.4054
1375,NCQ29,OUT027,4026.7584
1376,NCO02,OUT013,790.9704
1377,FDR56,OUT010,197.7426
1378,NCM54,OUT049,1685.8056
1379,FDP51,OUT035,2633.9048
1380,FDT38,OUT013,778.986
1381,FDZ20,OUT018,515.3292
1382,FDJ53,OUT013,1583.9382
1383,FDX13,OUT049,6474.2392
1384,FDP58,OUT035,3094.6384
1385,NCK31,OUT019,161.7894
1386,FDA35,OUT018,866.8716
1387,FDV37,OUT018,2768.3964
1388,NCO07,OUT027,3751.1172
1389,FDA20,OUT045,4570.0512
1390,FDZ59,OUT035,1188.453
1391,NCY17,OUT017,703.0848
1392,FDQ28,OUT035,1390.1904
1393,FDV35,OUT017,3568.0222
1394,FDQ36,OUT013,271.6464
1395,FDD34,OUT018,647.1576
1396,FDK51,OUT045,3374.2744
1397,FDV31,OUT035,1379.5376
1398,FDR04,OUT035,583.2408
1399,FDR14,OUT049,282.965
1400,DRC36,OUT010,175.1054
1401,FDE39,OUT019,111.1886
1402,FDP57,OUT049,1435.4648
1403,FDE57,OUT046,659.142
1404,NCN18,OUT046,1565.9616
1405,NCQ05,OUT018,1821.6288
1406,FDW47,OUT035,2145.2076
1407,FDV46,OUT035,2936.178
1408,NCP29,OUT045,302.939
1409,FDE09,OUT018,2263.72
1410,NCU06,OUT027,3420.8804
1411,FDT19,OUT010,697.7584
1412,DRF15,OUT017,1239.7196
1413,DRI51,OUT013,1225.072
1414,NCX54,OUT013,2223.1062
1415,DRE01,OUT013,3418.883
1416,NCB07,OUT045,2731.1116
1417,FDU50,OUT035,1259.6936
1418,FDG40,OUT035,611.2044
1419,FDW10,OUT018,1277.0044
1420,FDX51,OUT013,3731.809
1421,NCP17,OUT045,539.298
1422,FDP21,OUT035,3755.112
1423,FDL04,OUT045,745.696
1424,FDV23,OUT013,731.0484
1425,FDF24,OUT046,1474.0812
1426,FDH56,OUT027,1078.596
1427,FDB51,OUT049,1314.2892
1428,FDI58,OUT027,2624.5836
1429,FDR20,OUT013,905.488
1430,FDC51,OUT018,1470.0864
1431,FDB16,OUT027,2061.3168
1432,FDE40,OUT049,296.281
1433,NCM17,OUT035,545.2902
1434,FDU56,OUT035,3688.532
1435,FDS32,OUT019,559.272
1436,FDX02,OUT049,4950.8888
1437,FDT39,OUT027,6196.6006
1438,FDE35,OUT017,744.3644
1439,NCI42,OUT019,196.411
1440,DRL23,OUT046,1031.99
1441,FDA10,OUT046,1332.9316
1442,FDA11,OUT013,2799.689
1443,NCM06,OUT046,3515.424
1444,NCT05,OUT035,4346.3424
1445,NCQ02,OUT010,621.1914
1446,NCY06,OUT049,3952.1888
1447,FDY56,OUT035,4288.4178
1448,FDL02,OUT035,892.8378
1449,NCI06,OUT035,3775.086
1450,FDQ14,OUT045,866.8716
1451,FDQ12,OUT017,3904.917
1452,FDP36,OUT046,1086.5856
1453,FDK21,OUT027,3225.1352
1454,FDO40,OUT045,2770.3938
1455,NCK54,OUT019,256.9988
1456,FDY09,OUT018,3276.4018
1457,NCW30,OUT049,5956.9126
1458,NCC55,OUT027,934.7832
1459,FDE58,OUT018,2239.0854
1460,FDR39,OUT013,4013.4424
1461,FDU28,OUT049,3755.112
1462,FDH08,OUT017,459.402
1463,FDG35,OUT045,3793.7284
1464,FDG22,OUT049,659.142
1465,FDC34,OUT035,4673.916
1466,FDP15,OUT018,3542.056
1467,FDK34,OUT010,432.77
1468,FDU45,OUT035,2633.9048
1469,FDQ04,OUT027,910.8144
1470,FDX22,OUT018,2324.9736
1471,FDB45,OUT017,1105.228
1472,NCH43,OUT027,3419.5488
1473,DRE60,OUT046,3375.606
1474,FDD17,OUT027,5522.811
1475,NCM54,OUT017,2950.1598
1476,NCH55,OUT013,2147.205
1477,NCT06,OUT017,1146.5076
1478,FDA48,OUT027,4026.7584
1479,FDY58,OUT027,7150.692
1480,FDO25,OUT045,5305.0944
1481,FDN50,OUT045,2588.6304
1482,FDH35,OUT035,3111.9492
1483,FDK09,OUT045,6851.082
1484,FDO16,OUT013,1165.15
1485,FDW11,OUT045,1052.6298
1486,FDU47,OUT027,3237.1196
1487,NCQ42,OUT010,127.1678
1488,FDK55,OUT027,1845.5976
1489,FDN08,OUT049,2664.5316
1490,FDT57,OUT045,1510.0344
1491,FDJ12,OUT018,2526.711
1492,DRL59,OUT017,759.012
1493,NCN53,OUT046,790.9704
1494,FDO51,OUT010,89.2172
1495,FDK56,OUT017,2693.8268
1496,FDY12,OUT035,905.488
1497,FDU15,OUT035,276.9728
1498,FDQ19,OUT046,5331.7264
1499,DRF15,OUT045,1239.7196
1500,DRE25,OUT019,89.883
1501,FDK57,OUT018,2037.348
1502,FDD33,OUT010,458.0704
1503,FDR34,OUT027,6759.2016
1504,FDU04,OUT045,1687.1372
1505,FDE35,OUT019,123.8388
1506,NCD31,OUT035,3961.51
1507,FDJ56,OUT035,3295.71
1508,NCU53,OUT046,1989.4104
1509,FDD39,OUT035,3678.545
1510,NCU17,OUT019,211.7244
1511,FDJ20,OUT046,1238.388
1512,NCW41,OUT018,4287.752
1513,FDL52,OUT035,782.9808
1514,FDS39,OUT035,659.142
1515,DRJ47,OUT045,2801.6864
1516,FDP13,OUT010,83.8908
1517,DRK39,OUT010,83.8908
1518,FDF28,OUT010,280.9676
1519,FDB09,OUT045,1340.2554
1520,FDM51,OUT046,1488.063
1521,DRM49,OUT018,670.4606
1522,DRF23,OUT013,2446.815
1523,DRH01,OUT035,3251.1014
1524,FDH12,OUT027,2074.6328
1525,FDA28,OUT019,371.5164
1526,FDW37,OUT018,1047.3034
1527,FDF02,OUT046,1031.99
1528,DRL37,OUT046,735.709
1529,NCF43,OUT046,2862.94
1530,FDH08,OUT010,242.3512
1531,FDR34,OUT019,516.6608
1532,NCK19,OUT049,4860.34
1533,NCD55,OUT018,123.8388
1534,FDT27,OUT049,2133.2232
1535,FDQ57,OUT045,886.8456
1536,FDA47,OUT035,974.7312
1537,DRG15,OUT027,2150.534
1538,FDE05,OUT018,2354.2688
1539,FDN46,OUT046,2460.7968
1540,FDX27,OUT027,2406.2012
1541,FDT51,OUT045,1677.816
1542,FDU33,OUT013,181.0976
1543,FDJ16,OUT027,1677.816
1544,FDD20,OUT019,361.5294
1545,FDT36,OUT049,441.4254
1546,DRF15,OUT027,1071.938
1547,FDN52,OUT010,88.5514
1548,FDC22,OUT027,5752.512
1549,FDX15,OUT045,2490.092
1550,FDT13,OUT013,2440.8228
1551,FDU04,OUT017,2841.6344
1552,FDU31,OUT019,516.6608
1553,FDW59,OUT027,2061.3168
1554,NCO29,OUT046,1315.6208
1555,FDL15,OUT035,4643.955
1556,FDI41,OUT049,882.8508
1557,FDQ48,OUT049,4073.3644
1558,DRI39,OUT013,282.965
1559,FDI08,OUT013,5727.2116
1560,FDC21,OUT049,1627.881
1561,FDF58,OUT035,1644.526
1562,FDS08,OUT010,354.2056
1563,FDE47,OUT045,2277.036
